   PHI1    PHI2     PHI       ODF
   10.00    5.00   30.00   0.150403E+01
   15.00    5.00   30.00   0.146773E+01
   20.00    5.00   30.00   0.144161E+01
   25.00    5.00   30.00   0.152131E+01
   30.00    5.00   30.00   0.190505E+01
   35.00    5.00   30.00   0.151301E+01
   40.00    5.00   30.00   0.130563E+01
   45.00    5.00   30.00   0.132014E+01
   50.00    5.00   30.00   0.110254E+01
   55.00    5.00   30.00   0.112107E+01
   60.00    5.00   30.00   0.109516E+01
   65.00    5.00   30.00   0.741252E+00
   70.00    5.00   30.00   0.766126E+00
   75.00    5.00   30.00   0.743662E+00
   80.00    5.00   30.00   0.733633E+00
   85.00    5.00   30.00   0.749557E+00
   90.00    5.00   30.00   0.744205E+00
    0.00   10.00   30.00   0.191889E+01
    5.00   10.00   30.00   0.665817E-01
   10.00   10.00   30.00   0.655048E-01
   15.00   10.00   30.00   0.703045E-01
   20.00   10.00   30.00   0.660870E-01
   25.00   10.00   30.00   0.150716E+01
   30.00   10.00   30.00   0.145750E+01
   35.00   10.00   30.00   0.132722E+01
   40.00   10.00   30.00   0.118201E+01
   45.00   10.00   30.00   0.979452E+00
   50.00   10.00   30.00   0.955616E+00
   55.00   10.00   30.00   0.923566E+00
   60.00   10.00   30.00   0.716110E+00
   65.00   10.00   30.00   0.674631E+00
   70.00   10.00   30.00   0.728576E+00
   75.00   10.00   30.00   0.704822E+00
   80.00   10.00   30.00   0.682055E+00
   85.00   10.00   30.00   0.687871E+00
   90.00   10.00   30.00   0.682244E+00
    0.00   15.00   30.00   0.403097E-01
    5.00   15.00   30.00   0.444241E-01
   10.00   15.00   30.00   0.397183E-01
   15.00   15.00   30.00   0.414750E-01
   20.00   15.00   30.00   0.120929E+01
   25.00   15.00   30.00   0.102619E+01
   30.00   15.00   30.00   0.106043E+01
   35.00   15.00   30.00   0.957135E+00
   40.00   15.00   30.00   0.823673E+00
   45.00   15.00   30.00   0.757867E+00
   50.00   15.00   30.00   0.963917E+00
   55.00   15.00   30.00   0.869583E+00
   60.00   15.00   30.00   0.725204E+00
   65.00   15.00   30.00   0.686564E+00
   70.00   15.00   30.00   0.724881E+00
   75.00   15.00   30.00   0.703478E+00
   80.00   15.00   30.00   0.696121E+00
   85.00   15.00   30.00   0.715562E+00
   90.00   15.00   30.00   0.702258E+00
    0.00   20.00   30.00   0.148654E+01
    5.00   20.00   30.00   0.145567E+01
   10.00   20.00   30.00   0.143327E+01
   15.00   20.00   30.00   0.142098E+01
   20.00   20.00   30.00   0.140300E+01
   25.00   20.00   30.00   0.139105E+01
   30.00   20.00   30.00   0.898856E+00
   35.00   20.00   30.00   0.820019E+00
   40.00   20.00   30.00   0.771638E+00
   45.00   20.00   30.00   0.138931E+01
   50.00   20.00   30.00   0.113449E+01
   55.00   20.00   30.00   0.114050E+01
   60.00   20.00   30.00   0.107959E+01
   65.00   20.00   30.00   0.776635E+00
   70.00   20.00   30.00   0.846674E+00
   75.00   20.00   30.00   0.792600E+00
   80.00   20.00   30.00   0.802396E+00
   85.00   20.00   30.00   0.827681E+00
   90.00   20.00   30.00   0.835838E+00
    0.00   25.00   30.00   0.131207E+01
    5.00   25.00   30.00   0.128936E+01
   10.00   25.00   30.00   0.128312E+01
   15.00   25.00   30.00   0.133455E+01
   20.00   25.00   30.00   0.133084E+01
   25.00   25.00   30.00   0.136185E+01
   30.00   25.00   30.00   0.142277E+01
   35.00   25.00   30.00   0.125348E+01
   40.00   25.00   30.00   0.115703E+01
   45.00   25.00   30.00   0.137873E+01
   50.00   25.00   30.00   0.117551E+01
   55.00   25.00   30.00   0.133204E+01
   60.00   25.00   30.00   0.113920E+01
   65.00   25.00   30.00   0.734180E+00
   70.00   25.00   30.00   0.260684E+00
   75.00   25.00   30.00   0.785791E+00
   80.00   25.00   30.00   0.779387E+00
   85.00   25.00   30.00   0.840702E+00
   90.00   25.00   30.00   0.900838E+00
    0.00   30.00   30.00   0.762111E+00
    5.00   30.00   30.00   0.818945E+00
   10.00   30.00   30.00   0.827766E+00
   15.00   30.00   30.00   0.902414E+00
   20.00   30.00   30.00   0.866518E+00
   25.00   30.00   30.00   0.225833E+00
   30.00   30.00   30.00   0.236565E+00
   35.00   30.00   30.00   0.244548E+00
   40.00   30.00   30.00   0.556051E-01
   45.00   30.00   30.00   0.405006E-01
   50.00   30.00   30.00   0.425862E-01
   55.00   30.00   30.00   0.521154E-01
   60.00   30.00   30.00   0.447510E-01
   65.00   30.00   30.00   0.446574E-01
   70.00   30.00   30.00   0.468413E-01
   75.00   30.00   30.00   0.439077E-01
   80.00   30.00   30.00   0.320768E-01
   85.00   30.00   30.00   0.361019E-01
   90.00   30.00   30.00   0.560762E+00
    0.00   35.00   30.00   0.917148E+00
    5.00   35.00   30.00   0.962329E+00
   10.00   35.00   30.00   0.979446E+00
   15.00   35.00   30.00   0.102397E+01
   20.00   35.00   30.00   0.984483E+00
   25.00   35.00   30.00   0.203659E+00
   30.00   35.00   30.00   0.237510E+00
   35.00   35.00   30.00   0.304049E+00
   40.00   35.00   30.00   0.684173E-01
   45.00   35.00   30.00   0.691429E-01
   50.00   35.00   30.00   0.777822E-01
   55.00   35.00   30.00   0.754608E-01
   60.00   35.00   30.00   0.739494E-01
   65.00   35.00   30.00   0.705087E-01
   70.00   35.00   30.00   0.686507E-01
   75.00   35.00   30.00   0.506171E-01
   80.00   35.00   30.00   0.488659E-01
   85.00   35.00   30.00   0.727326E+00
   90.00   35.00   30.00   0.812656E+00
    0.00   40.00   30.00   0.988179E+00
    5.00   40.00   30.00   0.104126E+01
   10.00   40.00   30.00   0.101731E+01
   15.00   40.00   30.00   0.103138E+01
   20.00   40.00   30.00   0.155427E+00
   25.00   40.00   30.00   0.182433E+00
   30.00   40.00   30.00   0.252807E+00
   35.00   40.00   30.00   0.140158E+00
   40.00   40.00   30.00   0.162974E+00
   45.00   40.00   30.00   0.171600E+00
   50.00   40.00   30.00   0.173109E+00
   55.00   40.00   30.00   0.191910E+00
   60.00   40.00   30.00   0.159267E+00
   65.00   40.00   30.00   0.143427E+00
   70.00   40.00   30.00   0.117956E+00
   75.00   40.00   30.00   0.942908E-01
   80.00   40.00   30.00   0.755985E+00
   85.00   40.00   30.00   0.885963E+00
   90.00   40.00   30.00   0.945201E+00
    0.00   45.00   30.00   0.107807E+01
    5.00   45.00   30.00   0.104394E+01
   10.00   45.00   30.00   0.996450E+00
   15.00   45.00   30.00   0.100685E+01
   20.00   45.00   30.00   0.137929E+00
   25.00   45.00   30.00   0.174136E+00
   30.00   45.00   30.00   0.215921E+00
   35.00   45.00   30.00   0.192030E+00
   40.00   45.00   30.00   0.214685E+00
   45.00   45.00   30.00   0.214136E+00
   50.00   45.00   30.00   0.227570E+00
   55.00   45.00   30.00   0.194486E+00
   60.00   45.00   30.00   0.169055E+00
   65.00   45.00   30.00   0.138320E+00
   70.00   45.00   30.00   0.814605E+00
   75.00   45.00   30.00   0.824398E+00
   80.00   45.00   30.00   0.904916E+00
   85.00   45.00   30.00   0.995780E+00
   90.00   45.00   30.00   0.103089E+01
    0.00   50.00   30.00   0.988179E+00
    5.00   50.00   30.00   0.971974E+00
   10.00   50.00   30.00   0.939180E+00
   15.00   50.00   30.00   0.115426E+00
   20.00   50.00   30.00   0.139908E+00
   25.00   50.00   30.00   0.161657E+00
   30.00   50.00   30.00   0.203743E+00
   35.00   50.00   30.00   0.264751E+00
   40.00   50.00   30.00   0.257565E+00
   45.00   50.00   30.00   0.241240E+00
   50.00   50.00   30.00   0.223522E+00
   55.00   50.00   30.00   0.211437E+00
   60.00   50.00   30.00   0.749943E+00
   65.00   50.00   30.00   0.738318E+00
   70.00   50.00   30.00   0.893974E+00
   75.00   50.00   30.00   0.938031E+00
   80.00   50.00   30.00   0.925882E+00
   85.00   50.00   30.00   0.103737E+01
   90.00   50.00   30.00   0.945201E+00
    0.00   55.00   30.00   0.917148E+00
    5.00   55.00   30.00   0.889411E+00
   10.00   55.00   30.00   0.863633E+00
   15.00   55.00   30.00   0.859692E+00
   20.00   55.00   30.00   0.848658E+00
   25.00   55.00   30.00   0.916110E+00
   30.00   55.00   30.00   0.969927E+00
   35.00   55.00   30.00   0.266174E+00
   40.00   55.00   30.00   0.249140E+00
   45.00   55.00   30.00   0.724601E+00
   50.00   55.00   30.00   0.737394E+00
   55.00   55.00   30.00   0.851794E+00
   60.00   55.00   30.00   0.777493E+00
   65.00   55.00   30.00   0.822347E+00
   70.00   55.00   30.00   0.985697E+00
   75.00   55.00   30.00   0.955968E+00
   80.00   55.00   30.00   0.971189E+00
   85.00   55.00   30.00   0.918328E+00
   90.00   55.00   30.00   0.812655E+00
    0.00   60.00   30.00   0.762111E+00
    5.00   60.00   30.00   0.776282E+00
   10.00   60.00   30.00   0.744325E+00
   15.00   60.00   30.00   0.779607E+00
   20.00   60.00   30.00   0.812590E+00
   25.00   60.00   30.00   0.928881E+00
   30.00   60.00   30.00   0.276389E+00
   35.00   60.00   30.00   0.275260E+00
   40.00   60.00   30.00   0.307721E+00
   45.00   60.00   30.00   0.261924E+00
   50.00   60.00   30.00   0.744081E+00
   55.00   60.00   30.00   0.815941E+00
   60.00   60.00   30.00   0.767244E+00
   65.00   60.00   30.00   0.776001E+00
   70.00   60.00   30.00   0.874580E+00
   75.00   60.00   30.00   0.814191E+00
   80.00   60.00   30.00   0.725445E+00
   85.00   60.00   30.00   0.657290E+00
   90.00   60.00   30.00   0.560762E+00
    0.00   65.00   30.00   0.131207E+01
    5.00   65.00   30.00   0.135522E+01
   10.00   65.00   30.00   0.134078E+01
   15.00   65.00   30.00   0.147904E+01
   20.00   65.00   30.00   0.155605E+01
   25.00   65.00   30.00   0.174929E+01
   30.00   65.00   30.00   0.204740E+01
   35.00   65.00   30.00   0.199812E+01
   40.00   65.00   30.00   0.202549E+01
   45.00   65.00   30.00   0.183685E+01
   50.00   65.00   30.00   0.153311E+01
   55.00   65.00   30.00   0.167606E+01
   60.00   65.00   30.00   0.151575E+01
   65.00   65.00   30.00   0.141945E+01
   70.00   65.00   30.00   0.146381E+01
   75.00   65.00   30.00   0.127956E+01
   80.00   65.00   30.00   0.107286E+01
   85.00   65.00   30.00   0.980388E+00
   90.00   65.00   30.00   0.900838E+00
    0.00   70.00   30.00   0.148654E+01
    5.00   70.00   30.00   0.154491E+01
   10.00   70.00   30.00   0.160461E+01
   15.00   70.00   30.00   0.180679E+01
   20.00   70.00   30.00   0.193418E+01
   25.00   70.00   30.00   0.219685E+01
   30.00   70.00   30.00   0.252160E+01
   35.00   70.00   30.00   0.230783E+01
   40.00   70.00   30.00   0.225456E+01
   45.00   70.00   30.00   0.200987E+01
   50.00   70.00   30.00   0.174018E+01
   55.00   70.00   30.00   0.174356E+01
   60.00   70.00   30.00   0.149846E+01
   65.00   70.00   30.00   0.134910E+01
   70.00   70.00   30.00   0.128927E+01
   75.00   70.00   30.00   0.108583E+01
   80.00   70.00   30.00   0.963198E+00
   85.00   70.00   30.00   0.909006E+00
   90.00   70.00   30.00   0.835838E+00
    0.00   75.00   30.00   0.403097E-01
    5.00   75.00   30.00   0.367290E-01
   10.00   75.00   30.00   0.365448E-01
   15.00   75.00   30.00   0.549708E-01
   20.00   75.00   30.00   0.467552E-01
   25.00   75.00   30.00   0.582171E-01
   30.00   75.00   30.00   0.511185E-01
   35.00   75.00   30.00   0.358477E-01
   40.00   75.00   30.00   0.201709E+01
   45.00   75.00   30.00   0.178116E+01
   50.00   75.00   30.00   0.146495E+01
   55.00   75.00   30.00   0.139916E+01
   60.00   75.00   30.00   0.116811E+01
   65.00   75.00   30.00   0.985041E+00
   70.00   75.00   30.00   0.954262E+00
   75.00   75.00   30.00   0.832241E+00
   80.00   75.00   30.00   0.755426E+00
   85.00   75.00   30.00   0.731933E+00
   90.00   75.00   30.00   0.702258E+00
    0.00   80.00   30.00   0.191889E+01
    5.00   80.00   30.00   0.203950E+01
   10.00   80.00   30.00   0.215852E+01
   15.00   80.00   30.00   0.230370E+01
   20.00   80.00   30.00   0.232278E+01
   25.00   80.00   30.00   0.235375E+01
   30.00   80.00   30.00   0.364744E-01
   35.00   80.00   30.00   0.357266E-01
   40.00   80.00   30.00   0.454561E-01
   45.00   80.00   30.00   0.172548E+01
   50.00   80.00   30.00   0.137000E+01
   55.00   80.00   30.00   0.127176E+01
   60.00   80.00   30.00   0.101707E+01
   65.00   80.00   30.00   0.892533E+00
   70.00   80.00   30.00   0.870757E+00
   75.00   80.00   30.00   0.771825E+00
   80.00   80.00   30.00   0.728583E+00
   85.00   80.00   30.00   0.706443E+00
   90.00   80.00   30.00   0.682244E+00
    0.00   85.00   30.00   0.146125E+01
    5.00   85.00   30.00   0.139827E+01
   10.00   85.00   30.00   0.242071E+01
   15.00   85.00   30.00   0.249409E+01
   20.00   85.00   30.00   0.238748E+01
   25.00   85.00   30.00   0.237032E+01
   30.00   85.00   30.00   0.250329E+01
   35.00   85.00   30.00   0.425076E-01
   40.00   85.00   30.00   0.583133E-01
   45.00   85.00   30.00   0.164925E+01
   50.00   85.00   30.00   0.126146E+01
   55.00   85.00   30.00   0.116464E+01
   60.00   85.00   30.00   0.954439E+00
   65.00   85.00   30.00   0.853748E+00
   70.00   85.00   30.00   0.859986E+00
   75.00   85.00   30.00   0.783996E+00
   80.00   85.00   30.00   0.720191E+00
   85.00   85.00   30.00   0.749259E+00
   90.00   85.00   30.00   0.744205E+00
    0.00   90.00   30.00   0.133022E+01
    5.00   90.00   30.00   0.147581E+01
   10.00   90.00   30.00   0.148077E+01
   15.00   90.00   30.00   0.143972E+01
   20.00   90.00   30.00   0.233093E+01
   25.00   90.00   30.00   0.231258E+01
   30.00   90.00   30.00   0.367253E-01
   35.00   90.00   30.00   0.194757E+01
   40.00   90.00   30.00   0.170036E+01
   45.00   90.00   30.00   0.133993E+01
   50.00   90.00   30.00   0.103901E+01
   55.00   90.00   30.00   0.130765E+01
   60.00   90.00   30.00   0.882572E+00
   65.00   90.00   30.00   0.792393E+00
   70.00   90.00   30.00   0.115625E+01
   75.00   90.00   30.00   0.783774E+00
   80.00   90.00   30.00   0.776490E+00
   85.00   90.00   30.00   0.782254E+00
   90.00   90.00   30.00   0.772740E+00
    0.00    0.00   35.00   0.126332E+01
    5.00    0.00   35.00   0.116131E+01
   10.00    0.00   35.00   0.114917E+01
   15.00    0.00   35.00   0.414963E+01
   20.00    0.00   35.00   0.378955E+01
   25.00    0.00   35.00   0.347417E+01
   30.00    0.00   35.00   0.298590E+01
   35.00    0.00   35.00   0.206337E+00
   40.00    0.00   35.00   0.202750E+01
   45.00    0.00   35.00   0.169382E+01
   50.00    0.00   35.00   0.145314E+01
   55.00    0.00   35.00   0.144239E+01
   60.00    0.00   35.00   0.131411E+01
   65.00    0.00   35.00   0.129797E+01
   70.00    0.00   35.00   0.142580E+01
   75.00    0.00   35.00   0.146379E+01
   80.00    0.00   35.00   0.146176E+01
   85.00    0.00   35.00   0.149712E+01
   90.00    0.00   35.00   0.157234E+01
    0.00    5.00   35.00   0.125536E+01
    5.00    5.00   35.00   0.128258E+01
   10.00    5.00   35.00   0.122055E+01
   15.00    5.00   35.00   0.111292E+01
   20.00    5.00   35.00   0.991911E+00
   25.00    5.00   35.00   0.276012E+01
   30.00    5.00   35.00   0.232352E+01
   35.00    5.00   35.00   0.192660E+01
   40.00    5.00   35.00   0.159895E+01
   45.00    5.00   35.00   0.139833E+01
   50.00    5.00   35.00   0.127252E+01
   55.00    5.00   35.00   0.131162E+01
   60.00    5.00   35.00   0.120193E+01
   65.00    5.00   35.00   0.125166E+01
   70.00    5.00   35.00   0.136045E+01
   75.00    5.00   35.00   0.140582E+01
   80.00    5.00   35.00   0.141306E+01
   85.00    5.00   35.00   0.146785E+01
   90.00    5.00   35.00   0.152831E+01
    0.00   10.00   35.00   0.357749E+01
    5.00   10.00   35.00   0.138616E+01
   10.00   10.00   35.00   0.329100E+01
   15.00   10.00   35.00   0.290200E+01
   20.00   10.00   35.00   0.240329E+01
   25.00   10.00   35.00   0.209492E+01
   30.00   10.00   35.00   0.179950E+01
   35.00   10.00   35.00   0.153972E+01
   40.00   10.00   35.00   0.131594E+01
   45.00   10.00   35.00   0.119309E+01
   50.00   10.00   35.00   0.107422E+01
   55.00   10.00   35.00   0.111185E+01
   60.00   10.00   35.00   0.108801E+01
   65.00   10.00   35.00   0.113491E+01
   70.00   10.00   35.00   0.124149E+01
   75.00   10.00   35.00   0.127394E+01
   80.00   10.00   35.00   0.127122E+01
   85.00   10.00   35.00   0.133792E+01
   90.00   10.00   35.00   0.140502E+01
    0.00   15.00   35.00   0.630095E-01
    5.00   15.00   35.00   0.670283E-01
   10.00   15.00   35.00   0.579769E-01
   15.00   15.00   35.00   0.167125E+01
   20.00   15.00   35.00   0.144814E+01
   25.00   15.00   35.00   0.125798E+01
   30.00   15.00   35.00   0.112857E+01
   35.00   15.00   35.00   0.116879E+01
   40.00   15.00   35.00   0.117123E+01
   45.00   15.00   35.00   0.113312E+01
   50.00   15.00   35.00   0.108136E+01
   55.00   15.00   35.00   0.808895E+00
   60.00   15.00   35.00   0.783791E+00
   65.00   15.00   35.00   0.802957E+00
   70.00   15.00   35.00   0.884623E+00
   75.00   15.00   35.00   0.911122E+00
   80.00   15.00   35.00   0.919605E+00
   85.00   15.00   35.00   0.955573E+00
   90.00   15.00   35.00   0.964521E+00
    0.00   20.00   35.00   0.827237E-01
    5.00   20.00   35.00   0.715247E-01
   10.00   20.00   35.00   0.163251E+01
   15.00   20.00   35.00   0.120799E+01
   20.00   20.00   35.00   0.108961E+01
   25.00   20.00   35.00   0.986119E+00
   30.00   20.00   35.00   0.867529E+00
   35.00   20.00   35.00   0.899053E+00
   40.00   20.00   35.00   0.842418E+00
   45.00   20.00   35.00   0.866867E+00
   50.00   20.00   35.00   0.977316E+00
   55.00   20.00   35.00   0.600236E+00
   60.00   20.00   35.00   0.788814E+00
   65.00   20.00   35.00   0.828793E+00
   70.00   20.00   35.00   0.706869E+00
   75.00   20.00   35.00   0.833671E+00
   80.00   20.00   35.00   0.797127E+00
